term,subject,course_name,course_number,crn,section,frequency,time,days,location,date_range,schedule_type,instructor,instructional_method,units,additional_information
202409,CSC,Foundations of Computer Science,320,10784,CSC 320,Every Week,9:30 am - 10:20 am,T,Elliott Building 162,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Foundations of Computer Science,320,10785,CSC 320,Every Week,10:30 am - 11:20 am,T,Elliott Building 162,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Foundations of Computer Science,320,10786,CSC 320,Every Week,1:30 pm - 2:20 pm,W,Engineering Comp Science Bldg 104,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Foundations of Computer Science,320,10787,CSC 320,Every Week,9:30 am - 10:20 am,F,Elliott Building 162,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202501,PHYS,Physics of Science Fiction,304,22576,PHYS 304,Every Week,2:30 pm - 3:50 pm,MR,David Strong Building C108,"Jan 06, 2025 - Apr 04, 2025",Lecture,Travis   Martin (P),Face-to-face,1.500,
202501,PHYS,Atomic and Molecular Physics,313,22577,PHYS 313,Every Week,11:30 am - 12:50 pm,MR,Cornett Building B111,"Jan 06, 2025 - Apr 04, 2025",Lecture,Andrew John  MacRae (P),Face-to-face,1.500,
202409,MUS,TOPICS MUSIC THEORY  ANALYSIS: Music Perception,401A,12411,MUS 401A,Every Week,1:30 pm - 4:20 pm,M,MacLaurin Building B120,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Judith   Brereton (P),Face-to-face,1.500,
202409,CSC,Numerical Analysis,349A,10788,CSC 349A,Every Week,3:30 pm - 4:20 pm,MWR,Hickman Building 105,"Sep 04, 2024 - Dec 04, 2024",Lecture,Majid   Mazrooei (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Engineering majors must register in A02.
202409,CSC,Numerical Analysis,349A,10789,CSC 349A,Every Week,3:30 pm - 4:20 pm,MWR,Hickman Building 105,"Sep 04, 2024 - Dec 04, 2024",Lecture,Majid   Mazrooei (P),Face-to-face,1.500,Reserved for Engineering students. Students in a Computer Science or Data Science major program must register in A01.
202501,ECON,Economics of Firm Strategy,413,21028,ECON 413,Every Week,11:30 am - 12:20 pm,TWF,MacLaurin Building D115,"Jan 06, 2025 - Apr 04, 2025",Lecture,Pascal   Courty (P),Face-to-face,1.500,
202409,MUS,CHAMBER MUSIC: Strings,381,13647,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Joanna Elizabeth  Hood (P),Face-to-face,0.750,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Collegium,381,13970,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Joanna Elizabeth  Hood (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Woodwinds,381,13971,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,"Suzanne   Snizek (P), Wendell Arthur  Clanton",Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Brass,381,13972,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Merrie   Klazek (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Percussion,381,13973,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,William   Linwood (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Keyboard,381,13974,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Arthur Paul  Rowe (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Guitar,381,13975,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Voice,381,13976,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Marion   Newman (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: New Music Ensemble,381,13977,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Ajtony Csaba   Szakacs (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202409,MUS,CHAMBER MUSIC: Vocal Jazz,381,13978,MUS 381,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Wendell Arthur  Clanton (P),Face-to-face,0.750,"Placement audition required. Non-Music students may contact the School of Music to request and audition and permission to register on a space available basis: musicadmin@uvic.ca.  This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in MUS 381 A01 in First Term and MUS 381 A01 in Second Term."
202501,ECON,Economic Epidemiology,419,21029,ECON 419,Every Week,10:30 am - 11:50 am,TF,Business & Economics Building 363,"Jan 06, 2025 - Apr 04, 2025",Lecture,M. Christopher  Auld (P),Face-to-face,1.500,
202501,PHYS,Thermodynamics,317,22578,PHYS 317,Every Week,9:30 am - 10:20 am,TWF,Elliott Building 160,"Jan 06, 2025 - Apr 04, 2025",Lecture,Justin E  Albert (P),Face-to-face,1.500,
202501,PHYS,Thermodynamics,317,22579,PHYS 317,Every Week,2:30 pm - 5:20 pm,M,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Thermodynamics,317,22580,PHYS 317,Every Week,4:30 pm - 7:20 pm,T,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Thermodynamics,317,22581,PHYS 317,Every Week,2:30 pm - 5:20 pm,W,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Thermodynamics,317,22582,PHYS 317,Every Week,2:30 pm - 5:20 pm,R,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Thermodynamics,317,22583,PHYS 317,Every Week,2:30 pm - 5:20 pm,F,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Thermodynamics,317,22584,PHYS 317,Every Week,1:30 pm - 2:20 pm,F,Clearihue Building A320,"Jan 06, 2025 - Apr 04, 2025",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10790,CSC 355,Every Week,1:00 pm - 2:20 pm,MR,Human & Social Development A240,"Sep 04, 2024 - Dec 04, 2024",Lecture,Sudhakar   Ganti (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Software Engineering students must take ECE 355.
202409,CSC,Digital Logic and Computer Organization,355,10791,CSC 355,Every Week,8:30 am - 10:20 am,T,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10792,CSC 355,Every Week,1:30 pm - 3:20 pm,T,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10793,CSC 355,Every Week,8:30 am - 10:20 am,W,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10794,CSC 355,Every Week,12:00 pm - 1:50 pm,W,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10795,CSC 355,Every Week,3:30 pm - 5:20 pm,W,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10796,CSC 355,Every Week,9:00 am - 10:50 am,R,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10797,CSC 355,Every Week,11:00 am - 12:50 pm,R,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10798,CSC 355,Every Week,2:30 pm - 4:20 pm,R,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Digital Logic and Computer Organization,355,10799,CSC 355,Every Week,8:30 am - 10:20 am,F,Engineering Comp Science Bldg 249,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202501,PHYS,Classical Mechanics II,321B,22585,PHYS 321B,Every Week,8:30 am - 9:20 am,TWF,Hickman Building 110,"Jan 06, 2025 - Apr 04, 2025",Lecture,Mark   Laidlaw (P),Face-to-face,1.500,
202501,PHYS,Classical Mechanics II,321B,22586,PHYS 321B,Every Week,2:30 pm - 5:20 pm,M,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Classical Mechanics II,321B,22587,PHYS 321B,Every Week,4:30 pm - 7:20 pm,T,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Classical Mechanics II,321B,22588,PHYS 321B,Every Week,2:30 pm - 5:20 pm,W,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Classical Mechanics II,321B,22589,PHYS 321B,Every Week,2:30 pm - 5:20 pm,R,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202501,PHYS,Classical Mechanics II,321B,22590,PHYS 321B,Every Week,2:30 pm - 5:20 pm,F,Elliott Building 125,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,A schedule will be distributed at the first lab.
202409,CSC,Operating Systems,360,10801,CSC 360,Every Week,8:30 am - 9:50 am,MR,Cornett Building A221,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jianping   Pan (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Software Engineering students must register in A02.
202409,CSC,Operating Systems,360,10802,CSC 360,Every Week,8:30 am - 9:50 am,MR,Cornett Building A221,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jianping   Pan (P),Face-to-face,1.500,Reserved for Software Engineering students. Students in a Computer Science or Data Science major program must register in A03.
202409,CSC,Operating Systems,360,10803,CSC 360,Every Week,11:30 am - 12:50 pm,MR,Cornett Building B135,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jianping   Pan (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major. Software Engineering students must register in A04.
202409,CSC,Operating Systems,360,10804,CSC 360,Every Week,11:30 am - 12:50 pm,MR,Cornett Building B135,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jianping   Pan (P),Face-to-face,1.500,Reserved for Software Engineering students.  Students in a Computer Science or Data Science major must register in A03.
202409,CSC,Operating Systems,360,10805,CSC 360,Every Week,2:30 pm - 3:20 pm,M,Elliott Building 061,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Operating Systems,360,10806,CSC 360,Every Week,1:30 pm - 2:20 pm,T,Engineering Comp Science Bldg 104,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Operating Systems,360,10807,CSC 360,Every Week,9:30 am - 10:20 am,W,Elliott Building 162,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,MUS,Music Composition III,405,13650,MUS 405,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Anthony   Tan (P),Face-to-face,1.500,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,MUS,Music Composition III,405,13651,MUS 405,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Ajtony Csaba   Szakacs (P),Face-to-face,1.500,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,MUS,Music Composition III,405,13652,MUS 405,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Taylor   Brook (P),Face-to-face,1.500,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,MUS,Music Composition III,405,13653,MUS 405,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Face-to-face,1.500,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,MUS,Music Composition III,405,13654,MUS 405,Every Week,2:30 pm - 3:20 pm,W,MacLaurin Building B120,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202501,ECON,Economics and Indigenous Nations,423,21031,ECON 423,Every Week,10:00 am - 11:20 am,MR,MacLaurin Building D287,"Jan 06, 2025 - Apr 04, 2025",Lecture,Donna Leanne  Feir (P),Face-to-face,1.500,
202409,CSC,Computer Communications and Networks,361,10808,CSC 361,Every Week,9:30 am - 10:20 am,TWF,Human & Social Development A240,"Sep 04, 2024 - Dec 04, 2024",Lecture,Kui   Wu (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major. Software Engineering students must register in A02.
202409,CSC,Computer Communications and Networks,361,10809,CSC 361,Every Week,9:30 am - 10:20 am,TWF,Human & Social Development A240,"Sep 04, 2024 - Dec 04, 2024",Lecture,Kui   Wu (P),Face-to-face,1.500,Reserved for Software Engineering students. Students in a Computer Science or Data Science major program must register in A01.
202409,CSC,Computer Communications and Networks,361,10810,CSC 361,Every Week,2:30 pm - 3:20 pm,M,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10811,CSC 361,Every Week,3:30 pm - 4:20 pm,M,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10812,CSC 361,Every Week,10:30 am - 11:20 am,T,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10813,CSC 361,Every Week,11:30 am - 12:20 pm,T,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10814,CSC 361,Every Week,12:30 pm - 1:20 pm,W,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10815,CSC 361,Every Week,1:30 pm - 2:20 pm,W,Engineering Comp Science Bldg 360,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10816,CSC 361,Every Week,2:30 pm - 3:20 pm,W,Elliott Building 060,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Computer Communications and Networks,361,10817,CSC 361,Every Week,1:30 pm - 2:20 pm,F,Elliott Building 060,"Sep 09, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,CSC,Database Systems,370,10818,CSC 370,Every Week,1:00 pm - 2:20 pm,MR,Sŋéqə ʔéʔləŋ | Sngequ House 131,"Sep 04, 2024 - Dec 04, 2024",Lecture,Colby   Johanson (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Software Engineering students must register in A02.
202409,CSC,Database Systems,370,10819,CSC 370,Every Week,1:00 pm - 2:20 pm,MR,Sŋéqə ʔéʔləŋ | Sngequ House 131,"Sep 04, 2024 - Dec 04, 2024",Lecture,Colby   Johanson (P),Face-to-face,1.500,Reserved for Software Engineering students.  Students in a Computer Science or Data Science major must register in A03.
202501,ECON,Financial Economics,435,21032,ECON 435,Every Week,9:30 am - 10:20 am,TWF,Cornett Building B111,"Jan 06, 2025 - Apr 04, 2025",Lecture,Paul H  Schure (P),Face-to-face,1.500,
202501,PHYS,Solid State Physics I,328,22591,PHYS 328,Every Week,10:30 am - 11:20 am,TWF,Elliott Building 161,"Jan 06, 2025 - Apr 04, 2025",Lecture,Byoung-Chul   Choi (P),Face-to-face,1.500,
202409,MUS,Computer Music Seminar,407,13655,MUS 407,Every Week,6:00 pm - 8:50 pm,T,MacLaurin Building B117,"Sep 04, 2024 - Dec 04, 2024",Lecture,George   Tzanetakis (P),Face-to-face,1.500,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202409,CSC,Introduction to Systems Analysis,375,10820,CSC 375,Every Week,11:30 am - 12:50 pm,MR,MacLaurin Building A144,"Sep 04, 2024 - Dec 04, 2024",Lecture,Roberto   Bittencourt (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Health Information Science students must register in A02.
202409,CSC,Introduction to Systems Analysis,375,10821,CSC 375,Every Week,11:30 am - 12:50 pm,MR,MacLaurin Building A144,"Sep 04, 2024 - Dec 04, 2024",Lecture,Roberto   Bittencourt (P),Face-to-face,1.500,Reserved for students in a Health Information Science program. Computer Science students must register in A01.
202409,MUS,"TOPICS:MUSIC HISTORY: Music, Myth and Legend",421,12414,MUS 421,Every Week,2:30 pm - 5:20 pm,W,MacLaurin Building A169,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Maria Virginia  Acuna (P),Face-to-face,1.500,
202501,PHYS,Atmospheric Sciences,340,22592,PHYS 340,Every Week,12:30 pm - 1:20 pm,TWF,Human & Social Development A240,"Jan 06, 2025 - Apr 04, 2025",Lecture,Adam H  Monahan (P),Face-to-face,1.500,Cross-listed with EOS 340.
202501,PHYS,Atmospheric Sciences,340,22593,PHYS 340,Every Week,8:30 am - 10:20 am,T,Bob Wright Centre B119,"Jan 06, 2025 - Apr 04, 2025",Tutorial,TBA,Face-to-face,0.000,Cross-listed with EOS 340.
202501,ECON,Theory of Corporate Finance,454,21033,ECON 454,Every Week,10:30 am - 11:20 am,TWF,MacLaurin Building D110,"Jan 06, 2025 - Apr 04, 2025",Lecture,Pascal   Courty (P),Face-to-face,1.500,
202409,CSC,Designing Creativity Support Tools,413,10822,CSC 413,Every Week,2:30 pm - 5:20 pm,T,Cornett Building B111,"Sep 04, 2024 - Dec 04, 2024",Lecture,Sowmya   Somanath (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science program. Software Engineering students must register in A02.
202409,CSC,Designing Creativity Support Tools,413,10823,CSC 413,Every Week,2:30 pm - 5:20 pm,T,Cornett Building B111,"Sep 04, 2024 - Dec 04, 2024",Lecture,Sowmya   Somanath (P),Face-to-face,1.500,Reserved for Software Engineering students. Students in a Computer Science or Data Science major must register in A01.
202409,CSC,Designing Creativity Support Tools,413,10824,CSC 413,Every Week,9:30 am - 10:20 am,W,Engineering Comp Science Bldg 354,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Designing Creativity Support Tools,413,10825,CSC 413,Every Week,10:30 am - 11:20 am,W,Engineering Comp Science Bldg 354,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202409,CSC,Designing Creativity Support Tools,413,10826,CSC 413,Every Week,2:00 pm - 2:50 pm,R,Engineering Comp Science Bldg 354,"Sep 09, 2024 - Dec 04, 2024",Lab,TBA,Face-to-face,0.000,
202501,ECON,Computational Economics,457,21034,ECON 457,Every Week,2:30 pm - 3:50 pm,MR,Cornett Building A125,"Jan 06, 2025 - Apr 04, 2025",Lecture,Marco   Cozzi (P),Face-to-face,1.500,Students registered in ECON 457 A01 must also register in B01.
202501,ECON,Computational Economics,457,21035,ECON 457,Every Week,2:30 pm - 3:20 pm,T,Clearihue Building A105,"Jan 06, 2025 - Apr 04, 2025",Lab,Marco   Cozzi (P),Face-to-face,0.000,Students must also register in ECON 457 A01.
202409,CSC,Introduction to Artificial Intelligence,421,10828,CSC 421,Every Week,10:30 am - 11:20 am,TWF,Hickman Building 105,"Sep 04, 2024 - Dec 04, 2024",Lecture,George   Tzanetakis (P),Face-to-face,1.500,Reserved for students in a Computer Science or Data Science major program. Software Engineering students must register in A02.
202409,CSC,Introduction to Artificial Intelligence,421,10829,CSC 421,Every Week,10:30 am - 11:20 am,TWF,Hickman Building 105,"Sep 04, 2024 - Dec 04, 2024",Lecture,George   Tzanetakis (P),Face-to-face,1.500,Reserved for Software Engineering students. Students in a Computer Science or Data Science major program must register in A01.
202409,MUS,Graduating Recital,448,13656,MUS 448,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,TBA,Face-to-face,1.000,"This is the first half of a course that runs Sep-Apr. You must register in the same section in Second Term (Jan-Apr) to complete your registration. For example, register in PHIL100 A01 in First Term and PHIL100 A01 in Second Term."
202501,PHYS,Statistical Mechanics,421,22594,PHYS 421,Every Week,8:30 am - 9:50 am,MR,Clearihue Building D134,"Jan 06, 2025 - Apr 04, 2025",Lecture,Pavlo   Kovtun (P),Face-to-face,1.500,
202501,PHYS,Electromagnetic Theory,422,22595,PHYS 422,Every Week,1:00 pm - 2:20 pm,MR,Clearihue Building A221,"Jan 06, 2025 - Apr 04, 2025",Lecture,Arthur   Blackburn (P),Face-to-face,1.500,
202409,MUS,INDIVIDUAL TUITION: Bass,440,12415,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Bassoon,440,12416,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Katrina Frances  Russell (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Cello,440,12417,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Pamela Ruth  Highbaugh Aloni (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Clarinet,440,12418,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,David   Boutin-Bourque (P),Face-to-face,1.000,Restricted to BMus. Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Flute,440,12419,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Marsha   Elliott (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Guitar,440,12420,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,TBA,Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Horn,440,12421,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Samuel Kenneth John  McNally (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Oboe,440,12422,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Michelle   Feng (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Percussion,440,12423,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,William   Linwood (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
202409,MUS,INDIVIDUAL TUITION: Piano,440,12424,MUS 440,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,May Ling  Kwok (P),Face-to-face,1.000,Restricted to BMus; Registration by permission (space available) for Composition and Theory and Musicology and Sound Studies majors
