PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
H1QSYyxvB,MECH448,MECH,Introduction to Musculoskeletal Biomechanics,"Engineering analysis of musculoskeletal (MSk) systems. Study of basic MSk anatomy and nomenclature, effects of muscle, bone, tendons, and ligaments on MSk biomechanics. Biomechanical kinematic and force via first principles and spatial transformation methods. Technologies and methods used to assess MSk biomechanical variables. Applications of above concepts to computer assisted surgery and computational modelling.",1.5,Complete all of the following Complete all of: MECH220 - Mechanics of Solids I (1.5) MECH242 - Dynamics (1.5) Complete 1 of: BME350 - Biomedical Engineering Design (2.0) MECH350 - Engineering Design (1.5),,,"Credit will be granted for only one of MECH 448, MECH 450D (if taken in the same topic), MECH 580 (if taken in the same topic), BME 401D (if taken in the same topic), BME 448, BME 548. A combined undergraduate and graduate course."
Bkmuhd67N,MECH449,MECH,Fuel Cell Technology,Overview and status of various fuel cell technologies. Fundamentals: fuel cell thermodynamics; electrode kinetics; performance and efficiency; transport processes. Proton Exchange Membrane Fuel Cells (PEMFCs). Solid Oxide Fuel Cells (SOFCs). Fuelling issues. Fuel cell systems and applications.,1.5,Complete all of: MECH240 - Thermodynamics (1.5) MECH345 - Mechanics of Fluids (1.5),,,
HyGd2u6X4,MECH446,MECH,Introduction to Ocean Engineering,"Application of mechanical engineering principles to the mathematical modeling, analysis, simulation and design of floating offshore infrastructure. Ocean wave kinematics: Airy wave theory, wave spectra, sea-state descriptions. Rigid body dynamics: Euler angle transformations, Newton-Euler equations of motion. Hydrostatics: buoyancy, metacentric height, waterplane moments. Hydrodynamics: added mass, drag, Cummins equation for radiation damping, wave excitation. Use of potential flow solvers for the calculation of hydrodynamic coefficients.",1.5,Complete all of: MECH242 - Dynamics (1.5) MECH330 - Introduction to Mechanical Vibrations (1.5) MECH345 - Mechanics of Fluids (1.5) CSC349A - Numerical Analysis (1.5),,,"Credit will be granted for only one of MECH 446, MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic), CIVE 446, MECH 546."
BkM_2_p7N,MECH447,MECH,Energy Systems,"Characteristics of energy systems: evolution, energy currencies, energy sources, dynamics of energy systems. Levelized cost of energy, screening curves. Electrification, system requirements, variability, generation mixtures, and dispatch. The role of storage: characteristics of storage technologies, analysis of storage impacts, cost. Issues associated with the delivery of energy services such as sustainability, emissions, cost and energy intensity.",1.5,Complete all of: ECON180 - Introduction to Economics and Financial Project Evaluation (1.5) MECH390 - Energy Conversion (1.5),,,"Credit will be granted for only one of MECH 447, MECH 542."
ByEdnup7N,MECH450A,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450A, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic)."
rJ4u3OpmN,MECH450B,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450B, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic)."
S1r_n_6XE,MECH450D,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450D, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic)."
HyxH_nOamE,MECH450E,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450E, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450F (if taken in the same topic)."
BJ8d3u6XE,MECH450F,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450F, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic)."
H1F_hkxvB,MECH452,MECH,Microfluidics for Biomedical and Energy Applications,Transport phenomena in microscale. Fundamentals of microfabrication techniques for microfluidic devices. Flow control in microfluidic systems. Recent advances in designing microscale diagnostics and analytical systems. An overview of the applications of microfluidic systems in biology and the concept of organ-on-chip. An overview of the use of microscale technologies for energy applications.,1.5,Complete all of: MECH345 - Mechanics of Fluids (1.5),,,"Credit will be granted for only one of MECH 452, MECH 450F (if taken in the same topic), MECH 580 (if taken in the same topic), BME 401A (if taken in the same topic), BME 452, BME 552. A combined undergraduate and graduate course."
rkxLO2u6XE,MECH455,MECH,Instrumentation,"Overview of fundamental issues associated with measurement systems; response of 0th, 1st, and 2nd order systems, components in a measurement system, effects of digitization, sampling, aliasing, noise, quantization error. Frequency Response Function, voltage conversion, loading effects and filtering. Sensors and transducers for common physical measurements, including Optical techniques and sensors. Laboratories incorporate all elements of the lectures, with students designing and building complete measurement systems with digital acquisition.",1.5,Complete all of the following Complete all of: MECH285 - Properties of Engineering Materials (1.5) MECH320 - Mechanics of Solids II (1.5) MECH330 - Introduction to Mechanical Vibrations (1.5) MECH380 - Automatic Control Engineering (1.5) MECH395 - Heat Transfer (1.5) Complete 1 of: ECE365 - Applied Electronics and Electrical Machines (1.5) ELEC365 - Applied Electronics and Electrical Machines (1.5),,,
ryNunO6mV,MECH450C,MECH,Special Topics,Presents material in an emerging field or one not covered in regular offerings.Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered. *Lab and tutorial hours may vary depending on the topic.,1.5,Set by department depending upon topic.,,,"Credit will be granted for only one of MECH 450C, BME 401A (if taken in the same topic), BME 401B (if taken in the same topic), BME 401C (if taken in the same topic), BME 401D (if taken in the same topic), ECE 496A (if taken in the same topic), ECE 496B (if taken in the same topic), ECE 496C (if taken in the same topic), ECE 496D (if taken in the same topic), MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic)."
Byuu3OpmE,MECH462,MECH,Small Business Startup and Organization,"Development and analysis of business plans with applications to engineering; Principles of entrepreneurship and business startup; Business model canvas and strategy. Market research, analysis and building financial projections; Pivoting concept, and venture intelligence quotient. Modern finance and fundraising methods. Includes a significant team-based business-planning project, and final project presentation.",1.5,Complete 1 of: STAT254 - Probability and Statistics for Engineers (1.5) STAT260 - Introduction to Probability and Statistics I (1.5),,,"Credit will be granted for only one of MECH 462, ENT 402."
Hy5d3up7N,MECH472,MECH,Introduction to Electron Microscopy,"An introduction to Scanning Electron Microscopy, Transmission Electron Microscopy, Analytical Electron Microscopy and Electron Diffraction used for the characterization of advanced materials and their atomic structures.",1.5,Complete all of: MECH285 - Properties of Engineering Materials (1.5),,,"Credit will be granted for only one of MECH 472, MECH 450 (if taken in the same topic), MECH 450A (if taken in the same topic) MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic), MECH 576."
BklqdhOamN,MECH473,MECH,Ferrous and Non-Ferrous Metals,"Mechanical, thermal, electrical, photonic and magnetic properties of materials, the iron-carbon and iron-cementite phase diagrams; nucleation and growth of microstructural constituents; the martensite phase transformation; time-temperature-transformation (TTT) curves; properties affected by quenching, tempering and annealing; alloy additions; structural, high strength and speciality steels; welding; tools and stainless steels; cast irons; superalloys; copper, aluminum, magnesium and titanium alloys; metal matrix composites.",1.5,Complete all of: MECH285 - Properties of Engineering Materials (1.5),,,"Credit will be granted for only one of MECH 473, MECH 573."
BysO2uTQN,MECH475,MECH,Aircraft Design,"Flight vehicle conceptual and preliminary design. Market analysis. Mission requirements, sizing, trade-offs. Aircraft general arrangement, fuselage, wing, empennage, landing gear design. Weight and balance. Stability and control. Drag polar. Aircraft structural arrangement, maneuvering envelope. Project.",1.5,Complete all of: MECH242 - Dynamics (1.5) MECH345 - Mechanics of Fluids (1.5),,,
S1IOhup7E,MECH458,MECH,Mechatronics,Introduction to mechatronic systems; modelling of mixed mechatronic systems; microcontroller programming and interfacing; data acquisition; sensors and actuators; control architectures and case studies in mechatronics systems. *Indicates a 2 hour laboratory taken by students on alternate weeks.,1.5,Complete all of the following Complete 1 of: CSC110 - Fundamentals of Programming I (1.5) CSC111 - Fundamentals of Programming with Engineering Applications (1.5) Complete 1 of: ECE216 - Electricity and Magnetism (1.5) ELEC216 - Electricity and Magnetism (1.5) PHYS216 - Introductory Electricity and Magnetism (1.5),,,"Credit will be granted for only one of MECH 458, MECH 355, MECH 405, MECH 486, MECH 554."
Skwu2dTmV,MECH459,MECH,Fundamentals of Hybrid Electric Vehicles,"Advance of hybrid electric propulsion technology; hybrid electric powertrain system and key components, engines, fuel cells, transmissions, energy storage systems; and electric drives; modeling and simulation of vehicle performance, energy efficiency and emissions using advanced modeling tools; design and control optimization of hybrid electric propulsion systems for vehicles and marine vessels.",1.5,Complete 1 of: MATH201 - Introduction to Differential Equations (1.5) MATH204 - Calculus IV (1.5),,,"Credit will be granted for only one of MECH 459, MECH 450A (if taken in the same topic) MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic), MECH 558."
S1j_2d6X4,MECH481,MECH,Biomaterials and Tissue Engineering,"Introduction to the types of biomaterials and their associated properties. Experimental characterization techniques including microscopy, detection of chemical compositions, protein adsorption and immunoreactivity. Methods for combining biomaterials with cells to engineer tissues.",1.5,Complete all of the following Complete all of: MATH200 - Calculus III (1.5) minimum third-year standing in the Biomedical Engineering or Computer Engineering or Civil Engineering or Electrical Engineering or Mechanical Engineering program.,,,"Credit will be granted for only one of MECH 481, MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic), MECH 515, BME 481, BME 515. A combined undergraduate and graduate course."
SJhO3uTmV,MECH483,MECH,Mechanics and Energy Conversion in Living Cells,"Engineering introduction to cell architecture. Cell components and their functions. Families of molecules used by cells. The role of water in cell architecture. Proteins - the machine systems of cells. DNA. Energy conversion and the control of metabolic processes. Mechanics of the cytoskeleton and cell membranes. Developments in diagnostic and treatment systems based on cell mechanobiology. Readings in bio-inspired engineering systems, biotechnology, tissue regeneration, molecular diagnostics and targeted drug delivery.",1.5,,,,"Credit will be granted for only one of MECH 483, MECH 450A (if taken in the same topic), MECH 450B (if taken in the same topic), MECH 450C (if taken in the same topic), MECH 450D (if taken in the same topic), MECH 450E (if taken in the same topic), MECH 450F (if taken in the same topic), MECH 510, BME 525. A combined undergraduate and graduate course."
ByPdnd6m4,MECH460,MECH,Computer-Aided Manufacturing,Introduction to machining operations and numerically controlled (NC) machine tools. Manual part programming with G-codes. Computer-aided part programing. 3-axis machining of curved surfaces. Kinematics of NC machine tools. Fundamental mechanics and dynamics of machining processes.,1.5,"Complete all of the following Complete all of: CSC349A - Numerical Analysis (1.5) Complete 1 of: MATH201 - Introduction to Differential Equations (1.5) MATH204 - Calculus IV (1.5) Complete 1 of: MECH200 - Engineering Drawing, CAD and Manufacturing (1.5) BME350 - Biomedical Engineering Design (2.0) ECE299 - Introduction to Electrical and Computer Engineering Design (1.5) ELEC299 - Introduction to Electrical and Computer Engineering Design (1.5) ENGR150 - Engineering Graphics (1.5) Complete 1 of: MECH380 - Automatic Control Engineering (1.5) ECE360 - Control Theory and Systems I (1.5) ELEC360 - Control Theory and Systems I (1.5)",,,
SkTdh_TQE,MECH492,MECH,Transport Phenomena,"Conservation and balance laws, properties and property relations, entropy and 2nd law, entropy generation and work loss, classical irreversible thermodynamics, cross effects and Onsager conditions; constitutive equations for simple fluids and mixtures, jump and slip boundary conditions, shocks and flames, evaporation problems; kinetic theory of gases: hydrodynamic limit, extended thermodynamics, rarefaction effects",1.5,Complete all of: MECH345 - Mechanics of Fluids (1.5) MECH395 - Heat Transfer (1.5),,,"Credit will be granted for only one of MECH 492, MECH 540. A combined undergraduate and graduate course."
HyY5ivQQs,MECH487,MECH,Sensors and Actuators,"Principles of sensors and transduction of physical phenomena to measurable signals. Principles of advanced actuators and their transduction of signals to produce work. Design and fabrication of sensors and actuators. Introduction to microelectromechanical systems (MEMS) and micro-structures, micro-sensors, and micro-actuators. Topics include: optical sensors and digital image capture, laser-based sensors, ultrasonic systems, electrostatic and electromagnetic devices, piezoresistive devices, piezoelectric devices, and thermal-electric devices. Applications and case-studies of sensors and advanced actuators, and implementation into real products and systems. *indicates four 3 hour labs held over the course of the term.",1.5,Complete all of the following Complete all of: ECE216 - Electricity and Magnetism (1.5) MECH220 - Mechanics of Solids I (1.5) Complete 1 of: BME320 - Engineering Materials with BME applications (1.5) ECE220 - Electrical Properties of Materials (1.5) MECH285 - Properties of Engineering Materials (1.5) Complete all of: ENGR002 - Work Term 2 (4.5),,,"Credit will be granted for only one of MECH 487, MECH 450F (if in the same topic), MECH 486."
ByCd3uTQV,MECH493,MECH,Design of Thermo-Fluid Systems,"An advanced design course in thermofluids systems. Groups of three or four students select project topics that involve the design of thermofluids systems such as power generation and refrigeration cycles, pump and piping systems, heat exchangers and heat exchanger networks, and air-conditioning and heating systems. Alternatively, students can propose their own projects in other areas of thermofluid systems.",1.5,Complete all of: MECH345 - Mechanics of Fluids (1.5) MECH395 - Heat Transfer (1.5),,,
ByyYnuT74,MECH495,MECH,Computational Fluid Dynamics and Heat Transfer,Methods of predictions and historical perspective; governing differential equations of heat transfer and fluid flow; finite difference methods; discretization schemes; application to heat conduction problems; introduction to control volume formulation for fluid flow and to turbulence modelling; accuracy and convergence considerations. Individual term projects using a CFD program. *Indicates four 1.5 hour laboratories.,1.5,Complete all of: MECH345 - Mechanics of Fluids (1.5) MECH395 - Heat Transfer (1.5),,,"Credit will be granted for only one of MECH 495, MECH 535."
rkxyF2uT7V,MECH498,MECH,Honours Thesis,Provides an opportunity to carry out a major design or research project under the supervision of a faculty member. The project requires independent study of the current technical literature and independent research or design work. Each student presents a complete report at the end of the term and makes an oral presentation of the findings.,3.0,Complete all of the following Complete all of: ENGR002 - Work Term 2 (4.5) minimum GPA of 6.0 in all courses of the Year 3 Mechanical Engineering Program permission of the department.,,,"Credit will be granted for only one of MECH 498, BME 490, BME 498, CIVE 499, MECH 497, MECH 499."
Bkh52O6mV,MEDI200,MEDI,Myths and Legends of the Middle Ages,"An introduction to selected myths and legends of the medieval world as represented in literature, art and architecture in one or more of the following traditions: Greco-Roman, Jewish, Christian, Islamic, Germanic, Celtic. Special attention given to material found in multiple traditions (e.g., stories of heroes such as Alexander, Arthur, or Morgan le Fay). May include medieval myths or the Middle Ages in film.",1.5,,,,
H10chOTXN,MEDI303,MEDI,The Medieval World,"An interdisciplinary introduction to the Middle Ages through a comparative overview of medieval cultures and civilizations until about CE 1500, with a focus on the formation of medieval Christian Europe and its relations with Judaism, Byzantine Christianity and Islam. Both material and intellectual culture (e.g., architecture, art, music, literature) are studied.",1.5,Minimum second-year standing or permission of the program.,,,
Hkgtn_6mE,MECH499,MECH,Technical Project,"Provides an opportunity to carry out a design or research project of a technical level similar to 4th year electives, under the supervision of a faculty member. Requires independent study of current technical literature. When feasible, the design should be assessed in the laboratory. A complete report must be presented at the end of the term.",1.5,Complete all of the following Complete all of: MECH350 - Engineering Design (1.5) MECH360 - Design of Mechanical Elements (1.5) ENGR002 - Work Term 2 (4.5) and permission of the department.,,,"Credit will be granted for only one of MECH 499, BME 490, BME 498, CIVE 499, MECH 497, MECH 498."
Hk2q2OaQV,MEDI100,MEDI,Entering the Middle Ages,"A first contact with Medieval Studies organized as a thematic exploration of the variety of the Middle Ages through scholarship and through modern renderings and including guest lectures from various disciplines. Outlines both the multi-disciplinarity and the specific methodologies of the field, emphasizes academic and critical reflection on original material and encourages scholarly interpretation of modern renderings of the Middle Ages.",1.5,,,,
Byyo3upm4,MEDI304,MEDI,Encountering the Middle Ages,"An introduction to the interdisciplinary study of the medieval world and thus to Medieval Studies, through direct encounters with primary sources (objects, images, texts, music). Emphasizes the question of evidence in relation to interdisciplinary principles, methods and problems, involving where possible cross-cultural comparison.",1.5,Minimum second-year standing or permission of the program.,,,
r16SXArrB,MEDI320,MEDI,Topics in Medieval Voices,"Interdisciplinary approaches to various voices and modes of expression in the Middle Ages. A selection of medieval writings in translation including such genres as romance, tragedy, historiography, saints’ lives, fabliau.",1.5,,,MEDI 303 or MEDI 304 recommended.,"Credit will be granted for only one of MEDI 320, MEDI 210(if taken in the same topic)."
ByAUMCSSB,MEDI330,MEDI,Topics in Medievalism,"An exploration of post-medieval uses of the Middle Ages. Addresses artistic, intellectual, spiritual or political applications of medieval history, imagery and cultural practices. Topics may include comic book medievalism, historical reenactment and role play, video games, Neo-Gothic revivalism, museum conservation, ethno-nationalism and nostalgia.",1.5,Minimum second-year standing or permission of the program,,MEDI 303 or MEDI 304 recommended.,
BJeeo3_pXV,MEDI360,MEDI,Selected Topics in Medieval Culture,"An interdisciplinary investigation of a selected topic in the evolution of medieval culture, with an emphasis to be placed on artistic, intellectual, or spiritual life of the time.",1.5,Minimum second-year standing or permission of the program.,,,
SkZin_pXE,MEDI402,MEDI,Cross-Cultural Encounters and Exchanges,"An interdisciplinary investigation of significant cross-cultural encounters and exchanges in the medieval world, especially between East and West or northern European and Mediterranean cultures. Possible topics include: the Crusades; the Viking expansions; multi-culturalism in Spain or Sicily; relations between eastern and western Christendoms; international trading relations; inter-relations of the medieval world and the Mongol Empire; the transmission of Arabic science and learning.",1.5,Minimum second-year standing or permission of the program.,,MEDI 303 or MEDI 304 recommended prior to MEDI 402.,
ry9FHRHHr,MEDI420,MEDI,Topics in Medieval Objects,"Approaches to material culture in the premodern world. Draws together methods and topics from various disciplines, including art history, archeology and digital humanities.",1.5,Minimum second-year standing or permission of the program,,MEDI 303 or MEDI 304 recommended.,"Credit will be granted for only one of MEDI 420, MEDI 401 (if taken in the same topic), MEDI 451 (if taken in the same topic), MEDI 452 (if taken in the same topic)."
Hk3er0BrB,MEDI430,MEDI,Topics in Medieval Places and Spaces,"An interdisciplinary study of selected places or cultural geographies, including Europe, Asia and Africa. Topics may include cosmopolitanism, international trade routes, crusader states, Viking settlements, multicultural Spain or Sicily and real or imaginary travel itineraries.",1.5,Minimum second-year standing or permission of the program,,MEDI 303 or MEDI 304 recommended.,"Credit will be granted for only one of MEDI 430, MEDI 401 (if taken in the same topic), MEDI 451 (if taken in the same topic), MEDI 452 (if taken in the same topic)."
SJTTE95ma,MEDI320A,MEDI,Boccaccio's Decameron (in English),"Considers Boccaccio's collection of tales , The Decameron , in the context of his life as a pre-Humanist and his association with the poet Francis Petrarch; surveys interdisciplinary cultural productions inspired by the work.",1.5,minimum second-year standing.,,,"Credit will be granted for only one of MEDI 320A, ENSH 347B, ITAL 472, ITAL 472A."
HydxUASrr,MEDI440,MEDI,Topics in Medieval Intellectual Traditions,"A study of influential ideas in the medieval world. Explores how received concepts were transmitted and transformed, with a particular focus on the mythological and philosophical inheritance of pagan antiquity. Topics may include sacred scriptures, Greco-Roman philosophy and rhetorical theory, Arab sciences and technological innovations.",1.5,Minimum second-year standing or permission of the program,,MEDI 303 or MEDI 304 recommended.,"Credit will be granted for only one of MEDI 440, MEDI 401 (if taken in the same topic), MEDI 451 (if taken in the same topic), MEDI 452 (if taken in the same topic)."
ByXjnu6XV,MEDI490,MEDI,Directed Studies,,"['1.5', '3']",Permission of the program.,,,Students majoring in Medieval Studies in their final year may request permission to register in the course.
rkXsn_6mV,MEDI495,MEDI,Field School in Medieval Studies,"An experiential introduction to the Medieval world through its architecture, art, religion, philosophy and history, in varying medieval locations. Introductory lectures normally held on campus before departure; sojourns abroad with visits, lectures and workshops.",3.0,Permission of the program.,,,Interested students should contact the program during the Sep-Dec term.
SJgXsn_6XN,MEDI499,MEDI,Honours Graduating Essay,The graduating essay or project is completed under the guidance of a faculty member.,1.5,Complete all of the following Minimum fourth-year standing declared Honours in Medieval Studies.,,,
ryero2_pX4,MEDS301,MEDS,Introduction to Pharmacology,"A general survey of the mechanisms of action and therapeutic application of drugs in the management of human disease. Primarily focuses on the pathophysiologic basis of drug therapy. Topics include how drugs work in the systems of the body, their molecular mechanisms of action in relation to pathophysiology, evidence for their therapeutic use and future directions in pharmacology.",1.5,Complete 1 of: BIOL150B - Modern Biology (1.5) BIOL184 - Evolution and Biodiversity (1.5) PSYC251 - Introduction to Mind and Brain (1.5) EPHE241 - Introduction to Human Systemic Physiology (1.5) or permission of the program.,,,Students enrolled in the Island Medical Program must receive permission of the Division Head before registering for this course.
HyuzVRBBS,MEDI445,MEDI,Topics in Medieval Media,"Approaches to medieval media studies. Emphasis on theory and practical application, working with primary sources ranging from medieval manuscripts to modern digital editions. Topics may include scribal hands and paleography, epigraphy, digital encoding, 3D visualization and book arts.",1.5,Minimum second-year standing or permission of the program,,MEDI 303 or MEDI 304 recommended.,"Credit will be granted for only one of MEDI 445, MEDI 401 (if taken in the same topic), MEDI 451 (if taken in the same topic), MEDI 452 (if taken in the same topic)."
HJbjhOp74,MEDI442,MEDI,Common Grounds in European Medieval Literature,"Transcendence of national boundaries in literature and scholarship. Readings are modern English translations of Latin, Old French and Old/Middle English texts representing common foundations in various genres.",1.5,,,,"Credit will be granted for only one of MEDI 442, FRAN 432, FREN 442."
SkDondT7N,MEDS410,MEDS,Functional Human Neuroanatomy,"Examines the neuroanatomy of the brain and spinal cord, using specific case studies to elucidate our current understanding of brain-function relationships. The coursework is supplemented by an intensive laboratory component.",1.5,Permission of the division. Please contact dmsadmin@uvic.ca regarding the approval process.,,,
HJkNgvzFV,MEDS433,MEDS,Animals and Human Health,"Emerging topics, current controversies and future directions at the intersection of animals, humans and the environment. Topics may include zoonotic diseases, environmental impact on animal and human health, research with animals, animals in service and entertainment, the human-animal bond, animals as sentinels for human and environmental health, animals as food and animals in culture.",1.5,"Complete all of the following 6.0 units of 300- or 400-level BIOL, EPHE, or MEDS courses a minimum sessional GPA of 6.5 on the most recent applicable session permission of the division. Please contact dmsadmin@uvic.ca regarding the approval process.",,,"Credit will be granted for only one of MEDS 433, MEDS 487 (if taken in the same topic)."
S1dondpmV,MEDS490,MEDS,Directed Studies in Medical Sciences,Research projects or directed readings.,"['1.5', '3']",Permission of the division.  Please contact dmsadmin@uvic.ca regarding the approval process.,,,
Sk83huaXV,MICR200A,MICR,Introductory Microbiology I,A broad introduction to the field of microbiology. Prokaryotic and eukaryotic cell structure and function; physiology and growth of microorganisms; control of microbial growth; viruses; molecular taxonomy of microorganisms.,1.5,Minimum second-year standing or permission of the department.,,,"Credit will be granted for only one of MICR 200A, MICR 200."
SkxI22u6X4,MICR200B,MICR,Introductory Microbiology II,"A broad introduction to the field of microbiology. Microbial genetics and genomics; genetic engineering, biotechnology, and industrial microbiology; environmental and applied microbiology; immunology; infectious diseases.",1.5,Complete all of: MICR200A - Introductory Microbiology I (1.5),,,"Credit will be granted for only one of MICR 200B, MICR 200."
BkfX187R_,MEDS470,MEDS,Fundamentals of Cognitive Neuroscience,Provides a foundational basis in neuroscience. Comprehensive instruction in behavioral and cognitive neuroscience.,1.5,Permission of the division.,,,"Credit will be granted for only one of MEDS 470, MEDS 487 (if taken in the same topic), NRSC 500, NRSC 500B, NRSC 600, NRSC 600B. A combined undergraduate and graduate course."
HyD33OaQE,MICR302,MICR,Molecular Microbiology,"Genetic, genomic, biochemical and molecular approaches to studying the structure and function of microbial cells. Use of microbial systems as laboratory tools, and as model organisms for investigating biological processes. Emphasis on the application of experimental techniques to scientific problem solving.",1.5,Complete all of the following Complete all of: MICR200A - Introductory Microbiology I (1.5) MICR200B - Introductory Microbiology II (1.5) Complete 1 of the following Complete all of: BIOC299 - Biochemistry for Non-Majors (1.5) Completed or concurrently enrolled in all of: BIOC300A - General Biochemistry I (1.5),,,
rJws3up7E,MEDS487,MEDS,Special Topics in Medical Sciences,Lecture topics of current interest in medical science.,"['1.5', '3']",Complete all of the following Permission of the division. Please contact dmsadmin@uvic.ca regarding the approval process. additional prerequisites set by the division depending upon topic.,,,
rJ5hh_6XV,MICR405,MICR,Biotechnology and Synthetic Biology,"Covers laboratory-based research and applications of biotechnology and synthetic biology. Core topics include recombinant DNA technologies, next generation sequencing, bioinformatics, genome engineering approaches, in vitro antibody selection vaccine development, bio-prospecting, metabolic engineering, directed evolution, fermentation processes and biofuel production strategies.",1.5,Complete all of: MICR200A - Introductory Microbiology I (1.5) MICR200B - Introductory Microbiology II (1.5) BIOC300A - General Biochemistry I (1.5) BIOC300B - General Biochemistry II (1.5),,,"Credit will be granted for only one of MICR 405, BIOC 405."
HJj2ndamN,MICR408,MICR,Microbial Pathogenesis,"Bacterial pathogens; emphasis on molecular mechanisms of pathogenesis including antigenic variation, host cell parasitism, evasion of host immune defences, and mimicry of eukaryotic structures.",1.5,Complete all of the following Complete 1 of: MICR302 - Molecular Microbiology (1.5) BIOL361 - Molecular Genetics and Genomics (1.5) Complete 1 of: MICR303 - Immunology (1.5) BIOL360 - Cell Biology (1.5) Complete all of: BIOC300A - General Biochemistry I (1.5) BIOC300B - General Biochemistry II (1.5),,,"Credit will be granted for only one of MICR 408, MICR 301."
